X1,X2,y
1.494,3.626,1.0
-1.215,-4.691,0.0
2.285,2.176,1.0
-2.368,-2.203,0.0
2.661,1.767,1.0
0.666,3.005,1.0
2.256,1.373,1.0
2.305,2.033,1.0
0.198,-2.778,0.0
1.97,1.739,1.0
-2.171,-4.683,0.0
-2.492,-2.41,0.0
-2.168,-2.515,0.0
-1.631,-1.776,0.0
1.529,0.84,1.0
-2.484,-2.981,0.0
1.511,1.01,1.0
-2.613,-3.532,0.0
0.888,2.092,1.0
-5.127,-2.066,0.0
1.401,2.678,1.0
-1.401,-2.514,0.0
-2.772,-3.371,0.0
0.686,0.793,1.0
-1.304,-1.835,0.0
2.084,3.545,1.0
2.103,1.587,1.0
-1.916,-2.767,0.0
-2.288,-2.368,0.0
1.986,2.837,1.0
-2.474,-0.839,0.0
-0.205,1.413,1.0
-1.479,-2.393,0.0
1.514,1.243,1.0
-0.969,0.276,1.0
0.48,1.661,1.0
0.575,3.304,1.0
1.307,2.565,1.0
-3.376,-1.889,0.0
1.756,0.873,1.0
-0.484,-3.285,0.0
2.732,0.434,1.0
2.009,4.058,1.0
0.929,2.798,1.0
2.469,1.652,1.0
-3.565,-2.026,0.0
-4.027,-2.28,0.0
-1.444,-0.759,0.0
1.683,1.753,1.0
0.616,2.563,1.0
1.898,2.629,1.0
-0.312,0.841,1.0
-0.245,2.093,1.0
-0.929,-4.664,0.0
-3.354,-2.523,0.0
0.609,1.862,1.0
1.529,2.786,1.0
-1.099,-3.902,0.0
-2.865,-4.127,0.0
-0.803,-2.988,0.0
-0.239,-1.719,0.0
-3.002,-4.52,0.0
-2.751,-2.596,0.0
-1.907,-2.904,0.0
-3.847,-4.186,0.0
1.049,2.707,1.0
1.128,1.389,1.0
-0.498,3.249,1.0
-3.363,-2.717,0.0
0.573,2.846,1.0
-2.496,-3.039,0.0
-0.263,-3.419,0.0
-1.951,-3.17,0.0
2.203,3.269,1.0
1.552,1.442,1.0
-0.841,-2.485,0.0
1.531,1.89,1.0
-4.756,-2.071,0.0
-2.533,-1.632,0.0
0.838,1.352,1.0
1.148,2.715,1.0
0.504,3.057,1.0
-1.104,-2.393,0.0
-3.989,-3.544,0.0
-0.035,0.648,1.0
1.233,2.893,1.0
-0.007,1.727,1.0
0.736,1.045,1.0
-2.574,-2.899,0.0
1.69,3.17,1.0
1.299,1.526,1.0
2.646,2.537,1.0
0.083,-2.177,0.0
2.602,0.635,1.0
-1.613,-0.538,0.0
1.311,3.453,1.0
-1.273,-2.274,0.0
-1.962,-2.668,0.0
0.64,2.847,1.0
-2.334,-3.306,0.0
-3.584,-3.611,0.0
-1.103,-2.863,0.0
1.407,1.172,1.0
-2.497,-3.036,0.0
1.32,2.716,1.0
2.095,0.543,1.0
0.415,2.587,1.0
-2.517,-2.459,0.0
-3.458,-3.656,0.0
1.913,1.709,1.0
-2.676,-3.662,0.0
-0.252,1.989,1.0
-1.052,-2.532,0.0
-2.74,-4.749,0.0
-1.16,-1.351,0.0
0.663,2.541,1.0
-1.588,-3.465,0.0
-3.369,-2.656,0.0
0.504,1.025,1.0
-0.22,-1.887,0.0
-3.536,-3.177,0.0
1.483,2.532,1.0
-2.843,-3.883,0.0
1.915,1.59,1.0
2.101,2.234,1.0
1.578,2.733,1.0
1.803,3.039,1.0
-2.878,-3.018,0.0
1.032,3.384,1.0
-2.58,-2.45,0.0
-1.972,-2.156,0.0
-4.113,-2.84,0.0
-3.003,-2.484,0.0
-1.425,-3.021,0.0
-2.488,-4.104,0.0
1.073,1.912,1.0
1.535,0.184,1.0
-3.808,-3.51,0.0
-0.61,3.484,1.0
1.489,2.965,1.0
1.676,1.401,1.0
1.881,0.532,1.0
-0.29,2.502,1.0
1.084,2.079,1.0
-1.877,-3.198,0.0
-3.794,-3.938,0.0
0.279,2.473,1.0
-1.0,2.108,1.0
-0.827,-4.288,0.0
0.809,3.184,1.0
-2.792,-1.228,0.0
-2.738,-2.783,0.0
-0.575,-2.162,0.0
3.521,0.811,1.0
2.537,1.899,1.0
-2.829,-2.293,0.0
-2.786,-2.971,0.0
0.562,3.878,1.0
-3.314,-2.488,0.0
2.0,2.1,1.0
-0.225,1.09,1.0
-1.796,-3.788,0.0
-2.629,-2.312,0.0
-2.585,-5.066,0.0
2.374,3.585,1.0
-1.161,-3.089,0.0
1.914,3.022,1.0
-2.381,-4.119,0.0
-2.62,-2.377,0.0
0.908,1.024,1.0
0.69,2.002,1.0
3.31,0.239,1.0
-3.423,-1.334,0.0
-1.559,-3.187,0.0
-2.816,-3.639,0.0
-0.321,-2.789,0.0
-0.357,0.24,1.0
2.014,0.677,1.0
1.783,3.423,1.0
-1.962,-4.182,0.0
-2.401,-3.272,0.0
-2.987,-2.245,0.0
-3.45,-3.19,0.0
1.48,0.087,1.0
-1.307,-3.329,0.0
-2.29,-3.178,0.0
-0.546,3.107,1.0
-1.412,-2.586,0.0
-2.456,-1.581,0.0
-0.371,1.868,1.0
1.114,2.292,1.0
-2.537,-2.771,0.0
1.183,1.669,1.0
-0.971,-2.581,0.0
-0.935,-2.4,0.0
-4.828,-2.225,0.0
0.143,1.36,1.0
-2.379,-1.875,0.0
-2.063,-3.379,0.0
-2.494,-2.285,0.0
1.286,2.775,1.0
1.155,1.843,1.0
0.527,1.905,1.0
-2.174,-4.325,0.0
2.061,3.591,1.0
2.915,4.011,1.0
0.682,-5.462,0.0
-3.039,-2.936,0.0
1.225,2.189,1.0
0.358,1.552,1.0
1.74,2.404,1.0
-1.109,-3.135,0.0
-2.191,-2.124,0.0
-2.888,-2.721,0.0
2.078,3.1,1.0
2.413,2.567,1.0
-2.535,-3.824,0.0
-3.514,-3.009,0.0
-3.705,-2.225,0.0
0.677,2.462,1.0
-0.215,-2.626,0.0
-1.435,-4.66,0.0
0.889,3.077,1.0
-3.096,-2.185,0.0
-3.696,-1.678,0.0
-0.418,1.544,1.0
-1.148,-2.171,0.0
-2.328,-3.626,0.0
-1.732,-2.378,0.0
1.408,2.393,1.0
3.438,3.482,1.0
-0.966,-0.056,1.0
-1.046,-2.421,0.0
0.68,2.078,1.0
-3.037,-3.04,0.0
-0.973,-1.393,0.0
-3.031,-3.474,0.0
1.606,1.063,1.0
-3.001,-3.461,0.0
0.726,2.374,1.0
-2.892,-4.925,0.0
-1.508,-2.83,0.0
-1.236,-4.246,0.0
-1.755,-3.101,0.0
1.106,3.012,1.0
-0.809,-3.323,0.0
-2.54,-3.665,0.0
-2.141,-3.332,0.0
-0.519,1.256,1.0
1.045,2.09,1.0
0.319,2.308,1.0
1.21,2.992,1.0
-2.653,-4.155,0.0
-3.674,-1.742,0.0
0.006,2.312,1.0
0.627,2.144,1.0
-2.487,-4.14,0.0
0.327,1.397,1.0
1.011,3.8,1.0
-2.802,-4.178,0.0
-0.904,1.233,1.0
-2.195,-2.565,0.0
-1.999,-2.217,0.0
0.604,2.544,1.0
1.989,2.235,1.0
-1.081,2.752,1.0
1.812,4.09,1.0
-1.988,-2.05,0.0
-1.058,-4.377,0.0
-2.296,-2.989,0.0
1.872,1.521,1.0
-0.262,1.595,1.0
1.626,1.793,1.0
-2.412,-3.107,0.0
1.758,1.957,1.0
1.455,2.724,1.0
0.07,-4.016,0.0
1.375,-0.231,1.0
-1.039,-4.88,0.0
0.446,2.442,1.0
-0.874,-3.079,0.0
1.739,2.316,1.0
-1.186,-1.593,0.0
-1.737,-4.5,0.0
-1.583,-3.288,0.0
0.99,1.589,1.0
-1.37,-3.14,0.0
-3.039,-3.406,0.0
1.421,1.847,1.0
-3.735,-0.949,0.0
1.288,3.688,1.0
-2.535,-4.178,0.0
-1.676,-3.622,0.0
-2.64,-2.428,0.0
-1.618,-2.827,0.0
0.94,2.586,1.0
1.178,0.639,1.0
-2.548,-2.639,0.0
1.446,1.049,1.0
-0.838,3.686,1.0
2.407,1.623,1.0
2.21,2.864,1.0
-1.986,-2.152,0.0
-2.508,-2.639,0.0
0.559,2.634,1.0
0.892,4.119,1.0
0.992,3.025,1.0
-2.598,-1.122,0.0
-1.776,-3.48,0.0
0.572,2.781,1.0
-2.511,-3.253,0.0
2.406,2.824,1.0
1.035,2.932,1.0
-0.506,1.07,1.0
-2.507,-1.206,0.0
1.711,1.436,1.0
-0.0,2.257,1.0
-1.169,-1.25,0.0
-2.985,-2.378,0.0
-3.152,-1.684,0.0
1.519,3.598,1.0
1.429,-0.172,1.0
-0.158,2.465,1.0
-2.85,-3.214,0.0
-1.519,-2.135,0.0
-0.289,2.517,1.0
-1.55,-2.843,0.0
0.122,1.423,1.0
1.893,2.698,1.0
-2.324,-2.599,0.0
2.553,2.678,1.0
0.376,1.536,1.0
-1.415,-3.315,0.0
0.098,-2.915,0.0
-1.106,0.392,1.0
-1.981,-3.19,0.0
-3.01,-3.548,0.0
-4.533,-2.348,0.0
-3.342,-4.064,0.0
0.965,2.043,1.0
-0.473,-1.045,0.0
0.113,1.58,1.0
-2.332,-1.037,0.0
-1.727,-3.12,0.0
2.668,1.1,1.0
1.394,2.118,1.0
-3.844,-3.669,0.0
1.16,3.029,1.0
0.488,2.673,1.0
2.246,0.4,1.0
-3.532,-2.653,0.0
3.37,3.043,1.0
-0.288,1.917,1.0
-2.197,-2.631,0.0
-1.68,-2.82,0.0
0.924,0.856,1.0
-3.607,-2.707,0.0
1.491,2.854,1.0
-0.113,0.425,1.0
1.39,2.591,1.0
-0.925,-3.124,0.0
1.508,1.613,1.0
-1.96,-3.937,0.0
-2.421,-3.49,0.0
-1.111,-2.078,0.0
-1.635,-2.515,0.0
0.744,2.891,1.0
-3.363,-2.947,0.0
-2.06,-3.114,0.0
1.422,3.171,1.0
-1.676,-4.333,0.0
-1.885,-4.149,0.0
2.032,3.248,1.0
-1.257,-3.773,0.0
-1.422,-3.996,0.0
-1.722,-1.978,0.0
-0.454,-4.692,0.0
-3.43,-1.119,0.0
-3.99,-3.76,0.0
-2.653,-2.589,0.0
-3.353,-2.588,0.0
1.707,4.44,1.0
-2.113,-3.611,0.0
2.761,-1.054,1.0
-0.265,1.078,1.0
-1.39,-3.584,0.0
2.191,2.966,1.0
-0.84,2.812,1.0
-1.37,-3.397,0.0
1.845,1.733,1.0
-0.283,-0.46,1.0
2.985,1.47,1.0
1.363,0.81,1.0
-0.456,-1.778,0.0
0.683,2.489,1.0
1.673,3.338,1.0
-0.141,1.098,1.0
-0.694,-4.239,0.0
-0.061,1.288,1.0
0.745,0.184,1.0
0.754,1.153,1.0
-1.956,-4.012,0.0
0.844,1.142,1.0
-1.551,-4.077,0.0
0.159,-2.274,0.0
1.76,1.585,1.0
2.558,3.856,1.0
1.604,0.885,1.0
1.968,3.415,1.0
-0.782,-3.041,0.0
0.18,1.983,1.0
1.297,0.927,1.0
1.758,3.105,1.0
0.902,3.067,1.0
-2.454,-3.435,0.0
0.566,-2.968,0.0
0.907,1.894,1.0
-2.348,-2.122,0.0
-0.895,-3.929,0.0
-1.754,-3.305,0.0
-0.81,-5.271,0.0
-0.61,-4.983,0.0
1.189,0.836,1.0
-3.946,-4.044,0.0
-3.808,-6.155,0.0
-0.482,-3.136,0.0
-1.347,-3.855,0.0
0.778,3.331,1.0
-2.301,-3.747,0.0
2.633,2.044,1.0
-3.488,-2.662,0.0
0.4,2.602,1.0
-2.112,-3.896,0.0
0.407,1.583,1.0
-2.309,-3.312,0.0
0.988,1.293,1.0
-0.445,2.385,1.0
1.745,1.496,1.0
-1.74,-3.287,0.0
0.851,0.523,1.0
0.053,2.175,1.0
1.244,0.421,1.0
0.221,2.548,1.0
-1.425,-2.475,0.0
-1.708,-3.101,0.0
1.078,2.456,1.0
-0.059,3.148,1.0
-1.664,-4.011,0.0
-0.189,2.587,1.0
0.566,3.127,1.0
-0.569,1.953,1.0
-0.699,-2.011,0.0
2.512,1.96,1.0
1.748,2.41,1.0
-0.514,-2.655,0.0
-0.655,-3.898,0.0
-1.133,-1.569,0.0
2.108,2.802,1.0
-3.496,-3.229,0.0
-1.908,-3.589,0.0
1.769,1.934,1.0
-2.453,-2.745,0.0
2.991,2.352,1.0
-1.286,-4.406,0.0
0.362,1.893,1.0
3.251,2.663,1.0
-2.921,-2.463,0.0
-0.884,-2.819,0.0
1.389,2.396,1.0
0.895,1.473,1.0
-0.771,-3.387,0.0
-1.375,-2.42,0.0
-1.971,-3.032,0.0
-2.092,-3.441,0.0
3.376,1.233,1.0
-1.557,-1.312,0.0
-2.233,-2.354,0.0
0.979,2.949,1.0
0.653,1.885,1.0
0.884,0.626,1.0
-1.536,-4.065,0.0
-0.816,-1.429,0.0
-1.215,-3.852,0.0
-0.866,-3.315,0.0
-0.312,-4.359,0.0
0.484,-2.648,0.0
0.566,3.105,1.0
-1.803,-0.895,0.0
1.784,2.124,1.0
1.509,1.694,1.0
0.983,2.197,1.0
-1.896,-3.034,0.0
0.481,1.751,1.0
1.088,2.229,1.0
0.779,2.133,1.0
1.532,2.991,1.0
-1.79,-3.591,0.0
-2.515,-4.057,0.0
-2.918,-4.671,0.0
-3.731,-3.32,0.0
-1.277,-1.567,0.0
2.166,1.624,1.0
-0.189,-3.045,0.0
1.791,2.562,1.0
0.48,2.259,1.0
-2.526,-4.02,0.0
-3.021,-3.894,0.0
-2.379,-3.27,0.0
-1.125,-2.094,0.0
0.787,2.136,1.0
1.058,2.891,1.0
1.136,3.188,1.0
1.831,2.198,1.0
-1.058,0.948,1.0
-2.282,-3.246,0.0
-1.243,-3.836,0.0
0.485,2.749,1.0
-0.249,2.657,1.0
-1.186,-3.535,0.0
1.441,2.014,1.0
0.775,4.014,1.0
1.101,0.605,1.0
-3.729,-3.872,0.0
-0.113,-3.983,0.0
-3.277,-3.351,0.0
2.007,3.757,1.0
-0.247,-2.533,0.0
-2.781,-3.822,0.0
-2.182,-3.557,0.0
0.652,0.972,1.0
2.054,1.727,1.0
0.232,2.58,1.0
2.75,3.93,1.0
2.099,2.786,1.0
-1.171,-1.898,0.0
-0.751,-2.308,0.0
0.859,-0.928,1.0
0.622,-3.694,0.0
0.012,-3.54,0.0
2.205,2.941,1.0
-4.767,-4.837,0.0
-2.164,-2.751,0.0
2.248,3.304,1.0
-3.084,-1.061,0.0
-0.317,2.706,1.0
0.286,2.516,1.0
-3.409,-1.229,0.0
-1.647,-4.062,0.0
2.697,2.433,1.0
1.314,0.325,1.0
-0.236,-3.298,0.0
-0.145,-4.356,0.0
-2.937,-2.966,0.0
0.119,1.11,1.0
1.208,2.161,1.0
0.08,3.161,1.0
-2.514,-3.926,0.0
-2.217,-3.645,0.0
-2.782,-2.449,0.0
-2.049,-0.706,0.0
1.144,2.109,1.0
-1.619,-2.833,0.0
1.222,1.321,1.0
1.464,3.903,1.0
-0.227,-4.957,0.0
1.271,0.116,1.0
0.236,2.204,1.0
-2.769,-2.891,0.0
1.634,2.389,1.0
-2.542,-4.365,0.0
-0.53,1.449,1.0
1.582,2.039,1.0
-3.003,-2.723,0.0
1.776,1.301,1.0
-1.41,-3.274,0.0
-0.009,3.227,1.0
-1.371,-2.104,0.0
1.601,1.612,1.0
-0.57,2.337,1.0
0.124,2.979,1.0
-1.171,-3.104,0.0
-1.874,-2.731,0.0
-3.038,-3.404,0.0
-2.368,-3.84,0.0
-1.915,-3.105,0.0
-1.764,-4.62,0.0
-1.23,-2.168,0.0
-2.748,-1.618,0.0
-0.011,2.04,1.0
0.812,1.965,1.0
0.748,1.282,1.0
1.459,3.687,1.0
2.892,2.392,1.0
-1.039,-4.101,0.0
0.317,2.561,1.0
1.98,2.268,1.0
-0.671,-4.899,0.0
1.129,2.28,1.0
0.304,-1.465,0.0
-0.828,1.973,1.0
-2.903,-3.266,0.0
-1.366,-2.483,0.0
0.321,1.907,1.0
2.089,1.416,1.0
-1.75,-1.735,0.0
-1.937,-3.689,0.0
2.334,2.53,1.0
-3.081,-3.469,0.0
-2.552,-3.431,0.0
-0.844,-4.543,0.0
0.049,1.12,1.0
-1.264,-1.779,0.0
0.88,0.905,1.0
-0.304,0.676,1.0
-1.379,-3.563,0.0
0.856,0.911,1.0
2.701,-0.36,1.0
1.133,0.683,1.0
-1.937,-3.369,0.0
1.794,0.714,1.0
-1.924,-4.357,0.0
1.698,2.851,1.0
-2.322,-3.111,0.0
2.144,1.88,1.0
2.432,0.849,1.0
-0.841,1.865,1.0
-1.767,-5.083,0.0
-2.328,-4.855,0.0
2.681,2.426,1.0
-3.883,-1.753,0.0
-1.041,-3.02,0.0
-3.371,-3.444,0.0
1.456,2.47,1.0
0.973,3.383,1.0
1.142,3.042,1.0
-2.432,-2.979,0.0
-1.671,-2.143,0.0
-0.595,1.531,1.0
-1.779,-3.455,0.0
1.181,3.342,1.0
-0.442,-2.415,0.0
-2.435,-3.608,0.0
2.238,3.444,1.0
1.265,1.835,1.0
0.833,2.176,1.0
-2.971,-2.765,0.0
2.562,-0.386,1.0
0.506,2.556,1.0
-2.182,-2.809,0.0
0.063,2.995,1.0
0.526,3.184,1.0
-1.215,-2.331,0.0
1.825,1.767,1.0
2.787,0.003,1.0
1.781,3.053,1.0
-0.062,-2.167,0.0
-1.489,-1.909,0.0
2.595,2.918,1.0
0.967,0.983,1.0
-2.752,-2.142,0.0
-0.709,1.65,1.0
-0.326,-2.808,0.0
-1.646,-3.373,0.0
0.381,2.79,1.0
-1.815,-1.103,0.0
-3.88,-1.583,0.0
-1.859,-3.707,0.0
0.792,2.52,1.0
-0.208,1.496,1.0
-2.93,-3.421,0.0
0.276,2.609,1.0
-1.964,-4.143,0.0
1.017,2.108,1.0
-1.953,-1.24,0.0
-2.43,-4.499,0.0
2.477,3.636,1.0
0.607,3.169,1.0
-2.989,-4.698,0.0
-2.654,-3.596,0.0
3.439,1.922,1.0
3.425,3.216,1.0
-0.03,0.528,1.0
-1.857,-4.555,0.0
-1.358,-2.896,0.0
2.229,0.152,1.0
1.946,1.993,1.0
0.496,2.591,1.0
2.493,2.703,1.0
-0.791,1.376,1.0
0.981,1.896,1.0
0.889,3.682,1.0
1.067,3.47,1.0
-0.84,-2.166,0.0
-1.849,-3.97,0.0
0.383,2.224,1.0
-0.342,3.262,1.0
-1.066,-4.22,0.0
-3.054,-3.267,0.0
1.042,2.819,1.0
-1.771,-3.672,0.0
-1.757,-2.47,0.0
1.927,1.871,1.0
-0.475,1.611,1.0
1.675,1.567,1.0
3.396,1.329,1.0
-0.161,0.899,1.0
1.661,-0.284,1.0
1.684,2.382,1.0
-2.905,-3.241,0.0
-2.593,-2.677,0.0
0.181,3.175,1.0
0.659,1.869,1.0
2.293,2.903,1.0
-1.597,-2.083,0.0
-0.66,-3.13,0.0
-0.365,2.545,1.0
1.639,3.459,1.0
-1.209,-4.577,0.0
-2.232,-0.306,0.0
1.997,2.395,1.0
-1.017,-1.851,0.0
2.18,3.241,1.0
1.3,1.801,1.0
2.003,1.804,1.0
-2.832,-2.375,0.0
-3.417,-3.249,0.0
1.426,2.625,1.0
1.48,1.848,1.0
-3.385,-1.41,0.0
1.527,1.701,1.0
-3.833,-2.712,0.0
2.685,1.178,1.0
-3.211,-4.035,0.0
-1.817,-2.953,0.0
-0.604,-4.814,0.0
-1.434,-3.008,0.0
0.859,1.661,1.0
-3.374,-4.116,0.0
2.587,2.51,1.0
-0.623,1.672,1.0
-0.829,-1.479,0.0
1.974,2.39,1.0
2.457,2.95,1.0
-1.209,-3.208,0.0
-0.067,3.791,1.0
-2.681,-2.701,0.0
0.503,0.646,1.0
-2.655,-2.619,0.0
1.81,2.264,1.0
-0.693,3.13,1.0
0.991,1.785,1.0
-2.496,-2.372,0.0
-0.738,2.818,1.0
-1.049,-3.712,0.0
0.766,0.704,1.0
-2.788,-3.459,0.0
-2.083,-0.972,0.0
-3.235,-2.329,0.0
2.649,2.058,1.0
-3.803,-3.819,0.0
-0.22,2.006,1.0
0.4,1.438,1.0
2.669,2.75,1.0
-3.559,-2.372,0.0
2.702,0.377,1.0
-2.563,-2.243,0.0
-3.613,-0.886,0.0
-0.112,1.654,1.0
0.175,3.536,1.0
-0.712,-1.927,0.0
-0.808,-2.76,0.0
-1.256,-3.664,0.0
-2.135,-4.31,0.0
-2.039,-2.427,0.0
2.299,2.462,1.0
-1.785,-3.31,0.0
1.028,1.362,1.0
-1.945,-2.36,0.0
-1.476,-2.617,0.0
-1.703,-2.499,0.0
-1.931,-2.039,0.0
1.556,2.938,1.0
-4.137,-2.534,0.0
1.037,1.256,1.0
0.634,3.243,1.0
0.185,1.557,1.0
2.756,1.064,1.0
0.773,2.821,1.0
-1.564,-0.919,0.0
0.549,2.855,1.0
0.187,2.476,1.0
-1.676,-2.495,0.0
-2.431,-3.425,0.0
2.137,0.901,1.0
1.418,2.005,1.0
-1.511,-2.263,0.0
-1.382,-2.219,0.0
-0.438,1.379,1.0
-1.121,1.835,1.0
-1.6,-2.056,0.0
-0.881,-0.236,0.0
1.302,-0.182,1.0
0.762,3.225,1.0
-0.351,3.283,1.0
1.59,2.545,1.0
1.8,2.53,1.0
-1.133,-3.714,0.0
-0.955,-3.707,0.0
-1.161,-1.645,0.0
-1.575,-3.968,0.0
0.33,1.293,1.0
-0.403,-3.564,0.0
2.999,3.243,1.0
1.597,2.004,1.0
-1.652,-2.702,0.0
-2.543,-3.42,0.0
-3.448,-1.96,0.0
-1.907,-4.587,0.0
-1.37,-2.852,0.0
0.904,0.9,1.0
0.993,3.233,1.0
-3.531,-2.623,0.0
-3.302,-3.409,0.0
-1.486,-3.609,0.0
-0.334,1.84,1.0
1.947,0.325,1.0
-3.851,-1.728,0.0
0.859,1.234,1.0
-1.847,-3.798,0.0
-0.833,-2.828,0.0
-0.701,1.769,1.0
-1.18,-2.319,0.0
0.388,1.52,1.0
-2.398,-3.611,0.0
-2.769,-2.116,0.0
0.981,3.244,1.0
-1.513,-3.259,0.0
0.66,3.62,1.0
1.617,0.786,1.0
-0.991,-2.948,0.0
-0.576,-4.039,0.0
-2.378,-4.093,0.0
0.771,0.83,1.0
-0.471,-2.694,0.0
0.842,0.521,1.0
-2.408,-3.068,0.0
-2.031,-1.826,0.0
2.744,2.48,1.0
1.601,2.863,1.0
0.661,1.996,1.0
-0.178,1.929,1.0
1.736,2.648,1.0
-2.382,-3.058,0.0
2.145,1.717,1.0
-0.236,0.06,1.0
0.798,2.107,1.0
2.601,1.349,1.0
1.061,3.446,1.0
-2.83,-3.66,0.0
-1.635,-2.833,0.0
1.618,1.096,1.0
-1.55,-4.016,0.0
0.643,1.692,1.0
-1.582,-3.491,0.0
-3.806,-2.021,0.0
1.77,2.338,1.0
1.274,-0.228,1.0
1.695,1.663,1.0
-1.797,-1.848,0.0
0.856,3.187,1.0
0.949,2.656,1.0
-0.449,-3.646,0.0
0.403,3.407,1.0
-2.774,-2.975,0.0
-1.523,-2.978,0.0
0.919,1.933,1.0
-1.71,-2.164,0.0
-2.443,-3.558,0.0
-0.768,-3.697,0.0
-0.497,-2.891,0.0
-0.25,3.41,1.0
-2.037,-3.415,0.0
0.33,0.952,1.0
-2.372,-3.409,0.0
-2.477,-4.433,0.0
1.651,3.197,1.0
-1.145,2.313,1.0
2.015,1.27,1.0
1.704,0.878,1.0
-0.477,-0.799,0.0
1.629,1.368,1.0
-1.035,-3.072,0.0
-3.559,-3.246,0.0
0.991,3.378,1.0
-2.169,-4.254,0.0
0.137,3.853,1.0
2.182,2.226,1.0
-1.583,-3.174,0.0
-1.303,-3.196,0.0
-1.52,-3.102,0.0
-0.068,1.61,1.0
-1.911,-3.458,0.0
1.53,0.974,1.0
-1.212,-3.46,0.0
-3.399,-1.655,0.0
0.879,1.813,1.0
1.789,2.668,1.0
1.448,0.672,1.0
0.651,1.306,1.0
0.174,-3.233,0.0
-1.597,-2.547,0.0
-2.192,-3.61,0.0
-1.852,-3.322,0.0
-2.263,-4.074,0.0
-0.214,4.056,1.0
-1.707,-1.777,0.0
2.329,2.957,1.0
1.491,0.734,1.0
-2.89,-5.071,0.0
-1.47,-3.602,0.0
0.689,1.336,1.0
-4.395,-4.113,0.0
-1.055,-3.157,0.0
-1.577,-1.672,0.0
-3.237,-3.561,0.0
0.467,2.145,1.0
-1.818,-3.474,0.0
2.008,4.047,1.0
-3.074,-3.131,0.0
1.509,2.926,1.0
0.918,1.206,1.0
1.526,0.399,1.0
0.26,1.296,1.0
1.492,2.141,1.0
-1.211,-2.058,0.0
-1.568,-2.817,0.0
-0.19,3.461,1.0
-1.502,-3.767,0.0
1.978,0.31,1.0
-2.978,-1.996,0.0
-2.692,-3.779,0.0
0.88,1.962,1.0
-2.204,-2.808,0.0
-2.952,-3.111,0.0
0.766,1.376,1.0
0.382,1.773,1.0
-1.658,-2.481,0.0
-2.406,-4.525,0.0
-1.829,-4.273,0.0
-1.569,-2.885,0.0
-1.567,-2.764,0.0
1.562,-0.101,1.0
2.83,2.809,1.0
-1.52,-1.505,0.0
-1.502,-3.371,0.0
0.678,2.113,1.0
-2.006,-2.728,0.0
0.888,-0.082,1.0
-0.636,-0.987,0.0
0.245,2.131,1.0
-2.136,-2.68,0.0
2.031,2.402,1.0
-2.515,-3.524,0.0
2.349,2.286,1.0
0.944,1.159,1.0
-0.709,-2.547,0.0
2.083,1.158,1.0
-1.883,-3.705,0.0
-2.197,-3.848,0.0
1.409,0.614,1.0
0.682,0.805,1.0
-2.065,-2.792,0.0
-1.807,-4.568,0.0
-0.499,-4.969,0.0
0.473,3.301,1.0
1.46,1.337,1.0
0.698,2.77,1.0
1.211,3.033,1.0
1.687,0.667,1.0
1.117,3.0,1.0
-2.385,-3.72,0.0
-2.671,-2.499,0.0
0.807,2.534,1.0
3.067,3.154,1.0
0.702,3.125,1.0
0.989,1.792,1.0
1.2,1.129,1.0
-0.043,2.132,1.0
-0.049,1.636,1.0
1.104,0.872,1.0
1.727,2.812,1.0
-2.534,-3.779,0.0
1.032,2.78,1.0
0.965,0.728,1.0
-0.244,0.089,1.0
0.993,2.053,1.0
-0.647,-3.345,0.0
-0.993,0.426,1.0
-1.037,-3.158,0.0
-1.836,-3.749,0.0
-1.65,-3.142,0.0
2.099,1.526,1.0
-4.077,-2.687,0.0
-1.997,-1.62,0.0
2.103,-0.434,1.0
2.463,-0.279,1.0
-1.792,-2.232,0.0
0.467,1.488,1.0
0.062,1.422,1.0
2.441,1.867,1.0
0.614,0.906,1.0
0.93,2.832,1.0
-2.135,-1.844,0.0
0.987,2.527,1.0
2.827,2.515,1.0
0.516,2.022,1.0
-2.41,-3.001,0.0
0.214,3.205,1.0
0.61,1.435,1.0
-1.688,-2.788,0.0
-1.845,-2.961,0.0
2.941,2.027,1.0
0.69,2.675,1.0
0.615,0.373,1.0
-1.985,-4.131,0.0
1.224,0.504,1.0
-3.141,-1.322,0.0
-1.697,-3.984,0.0
-1.325,-2.257,0.0
-2.458,-2.92,0.0
-2.99,-3.705,0.0
1.545,1.515,1.0
-1.474,-2.545,0.0
1.264,2.902,1.0
0.658,1.369,1.0
-3.952,-3.024,0.0
1.676,2.22,1.0
-1.445,-3.895,0.0
1.855,2.911,1.0
0.186,1.915,1.0
-2.318,-2.223,0.0
1.156,1.393,1.0
-1.457,-2.655,0.0
-1.587,-2.843,0.0
-0.782,-2.349,0.0
1.12,2.281,1.0
0.484,1.749,1.0
0.738,3.55,1.0
1.764,1.653,1.0
-0.382,3.398,1.0
2.134,0.657,1.0
1.011,2.807,1.0
-1.322,-3.197,0.0
0.222,2.309,1.0
2.342,2.927,1.0
-2.03,-2.661,0.0
0.733,3.264,1.0
-3.156,-3.023,0.0
1.069,2.398,1.0
-2.116,-4.427,0.0
-0.155,2.175,1.0
2.287,2.762,1.0
-0.436,1.155,1.0
1.002,1.638,1.0
-1.568,-1.069,0.0
-2.574,-4.396,0.0
1.12,0.724,1.0
-1.935,-2.864,0.0
0.751,1.646,1.0
-2.675,-3.87,0.0
-2.42,-2.683,0.0
